config,cycles,marked_return,open_position
"{""distances"": [3], ""lookback_minutes"": 1440, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 120, ""score"": ""FREQUENCY""}",56,0.015101679,True
"{""distances"": [3], ""lookback_minutes"": 1440, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 120, ""score"": ""FREQUENCY_MARGIN""}",56,0.015101679,True
"{""distances"": [1, 2, 3], ""lookback_minutes"": 1440, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 120, ""score"": ""FREQUENCY""}",8667,1.375506514,True
"{""distances"": [1, 2, 3], ""lookback_minutes"": 1440, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 120, ""score"": ""FREQUENCY_MARGIN""}",8667,1.375506514,True
"{""distances"": [1], ""lookback_minutes"": 1440, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 240, ""score"": ""FREQUENCY""}",5876,0.796765664,True
"{""distances"": [1], ""lookback_minutes"": 1440, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 240, ""score"": ""FREQUENCY_MARGIN""}",5876,0.796765664,True
"{""distances"": [2], ""lookback_minutes"": 1440, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 240, ""score"": ""FREQUENCY""}",158,0.027165268,True
"{""distances"": [2], ""lookback_minutes"": 1440, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 240, ""score"": ""FREQUENCY_MARGIN""}",158,0.027165268,True
"{""distances"": [3], ""lookback_minutes"": 1440, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 240, ""score"": ""FREQUENCY""}",63,0.017234643,True
"{""distances"": [3], ""lookback_minutes"": 1440, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 240, ""score"": ""FREQUENCY_MARGIN""}",63,0.017234643,True
"{""distances"": [1, 2, 3], ""lookback_minutes"": 1440, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 240, ""score"": ""FREQUENCY""}",5876,0.796765664,True
"{""distances"": [1, 2, 3], ""lookback_minutes"": 1440, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 240, ""score"": ""FREQUENCY_MARGIN""}",5876,0.796765664,True
"{""distances"": [1], ""lookback_minutes"": 1440, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 360, ""score"": ""FREQUENCY""}",7064,1.023566845,True
"{""distances"": [1], ""lookback_minutes"": 1440, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 360, ""score"": ""FREQUENCY_MARGIN""}",7064,1.023566845,True
"{""distances"": [2], ""lookback_minutes"": 1440, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 360, ""score"": ""FREQUENCY""}",109,0.017143204,True
"{""distances"": [2], ""lookback_minutes"": 1440, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 360, ""score"": ""FREQUENCY_MARGIN""}",109,0.017143204,True
"{""distances"": [3], ""lookback_minutes"": 1440, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 360, ""score"": ""FREQUENCY""}",50,0.013278159,True
"{""distances"": [3], ""lookback_minutes"": 1440, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 360, ""score"": ""FREQUENCY_MARGIN""}",50,0.013278159,True
"{""distances"": [1, 2, 3], ""lookback_minutes"": 1440, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 360, ""score"": ""FREQUENCY""}",7064,1.023566845,True
"{""distances"": [1, 2, 3], ""lookback_minutes"": 1440, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 360, ""score"": ""FREQUENCY_MARGIN""}",7064,1.023566845,True
